""	"MS"	"mL"
"652542"	-0.002	-0.002
"652543"	0.001	0.002
"652544"	-0.002	-0.003
"652545"	0.002	-0.005
"652546"	0.001	0.001
"652547"	0.002	0.001
"652548"	0	0.001
"652550"	-0.002	-0.004
"652551"	0	-0.002
"652552"	0	0.002
"652553"	-0.001	-0.002
"652554"	0	-0.001
"652557"	0.003	0.001
"652562"	0	0
"652563"	-0.001	-0.002
"652565"	0.001	0.001
"652566"	-0.001	-0.002
"652570"	0.002	0.003
"652571"	0	0.001
"652575"	0.001	-0.003
"652577"	0.001	0.001
"652578"	0.001	0
"652579"	0	0
"65258"	-0.012	0.002
"652582"	0.001	0
"652585"	-0.003	-0.004
"652586"	0	-0.001
"652587"	0.001	0.002
"652588"	0	-0.002
"652589"	0	-0.001
"65259"	0.003	-0.001
"652591"	-0.001	-0.004
"652593"	-0.001	0.001
"652594"	0.001	-0.001
"652595"	0.005	0
"652597"	0.001	0.001
"652598"	0.003	-0.002
"652599"	0	0
"6526"	0.002	0
"65260"	0.006	-0.003
"652602"	0	0
"652605"	-0.003	-0.003
"652606"	0.002	0.003
"652607"	-0.002	-0.004
"652608"	-0.001	-0.006
"652610"	0.004	-0.001
"652612"	-0.001	0
"652613"	0.006	0.002
"652614"	0.002	0.001
"652615"	-0.007	-0.01
"652616"	-0.001	0
"652618"	-0.001	0
"652620"	-0.002	-0.002
"652623"	0	0
"652624"	-0.003	-0.005
"652625"	0.001	0.002
"652626"	-0.002	-0.003
"652627"	-0.001	-0.002
"652628"	0.002	0.002
"652629"	0	0
"65263"	-0.001	0.005
"652630"	-0.001	0
"652633"	0.001	-0.001
"652634"	0.005	0.003
"652635"	0.002	0.003
"652637"	0.003	-0.001
"65264"	0.001	0
"652640"	-0.002	0
"652641"	0.002	0.001
"652644"	0	-0.002
"652645"	-0.001	-0.002
"652646"	0.001	0
"652647"	-0.001	-0.002
"652648"	-0.001	-0.001
"65265"	0.006	-0.004
"652651"	-0.001	-0.001
"652652"	0	0
"652655"	-0.001	0
"652656"	-0.002	-0.002
"652657"	-0.001	0.001
"652659"	0	-0.002
"65266"	-0.008	0.017
"652661"	0.001	0.002
"652662"	0	0.002
"652663"	-0.003	-0.001
"652664"	0	0
"652667"	0	0
"652668"	0	-0.004
"652669"	-0.001	-0.002
"65267"	0.005	0
"652670"	0.002	0
"652671"	-0.01	-0.008
"652672"	0.001	-0.004
"652673"	0.001	0
"652674"	0.001	-0.002
"652675"	0.002	-0.003
"652676"	0	0.002
"652677"	0.002	0.001
"652678"	0.002	0.001
"652679"	0	0.001
"65268"	-0.01	-0.002
"652680"	-0.003	-0.002
"652681"	-0.001	-0.003
"652682"	0.002	0.002
"652684"	0.001	-0.003
"652685"	0.001	-0.004
"652687"	-0.001	-0.001
"652688"	0.016	-0.002
"652690"	-0.001	-0.003
"652691"	0.001	0
"652692"	-0.002	-0.001
"652693"	0	0.001
"652694"	0.028	0.008
"652695"	-0.002	0
"652696"	-0.002	-0.001
"652697"	0.001	-0.001
"652698"	0.002	0
"652699"	0.001	-0.001
"6527"	-0.001	-0.004
"652701"	-0.001	0.001
"652703"	-0.001	0.001
"652704"	-0.001	0
"652705"	-0.001	0.001
"652707"	0.001	0.003
"652708"	0	-0.001
"652710"	0.002	0.001
"652712"	0	-0.001
"652713"	-0.001	-0.001
"652714"	0.002	0.002
"652715"	0	-0.003
"652721"	0	-0.001
"652722"	0.004	0.006
"652726"	-0.011	-0.001
"652730"	-0.002	-0.003
"652733"	-0.002	0
"652734"	0.006	-0.001
"652735"	0	0.001
"652736"	-0.001	0
"652740"	-0.002	-0.002
"652741"	-0.001	-0.001
"652742"	0.003	0.001
"652743"	-0.002	-0.004
"652744"	0	-0.002
"652745"	0.001	0.002
"652747"	0	0
"652750"	-0.002	-0.003
"652753"	0	0.001
"652755"	-0.005	0.005
"652756"	-0.001	0
"652757"	-0.001	-0.001
"652759"	-0.001	-0.003
"652760"	-0.001	-0.001
"652761"	0	0.001
"652762"	0	0.003
"652763"	-0.001	-0.003
"652764"	0.002	0.001
"652765"	0.001	0.001
"652766"	-0.002	-0.002
"652767"	-0.005	-0.003
"652769"	-0.002	-0.002
"652771"	-0.002	-0.002
"652773"	0.005	0.004
"652774"	0	-0.003
"652775"	0.008	-0.004
"652777"	0.001	0.001
"652779"	-0.001	-0.003
"652781"	0	0.001
"652783"	0.002	0.004
"652784"	0	0.002
"652786"	0.002	0.001
"652787"	0	0.001
"652788"	0.002	0.004
"652789"	-0.002	-0.003
"652790"	-0.001	-0.002
"652792"	0.001	0
"652793"	-0.001	0
"652796"	-0.002	0.001
"652797"	0.002	0.002
"652798"	0	0.002
"652799"	-0.002	-0.002
"6528"	0.001	0.007
"652800"	0.003	0.001
"652801"	-0.001	0
"652802"	0	-0.005
"652803"	0.001	0
"652804"	0.002	0.002
"652805"	0.002	-0.001
"652806"	0	0.001
"652809"	0	-0.002
"652811"	0.001	-0.002
"652813"	-0.001	0.002
"652814"	0	0.001
"652815"	0.002	0.005
"652816"	0.001	-0.001
"652819"	0.005	0.003
"652821"	0	0
"652825"	0	0.001
"652826"	0.006	0.004
"652828"	0.001	0.003
"652830"	0.003	0.004
"652831"	0.001	0.001
"652833"	0	-0.001
"652837"	-0.014	-0.014
"652838"	-0.002	0.008
"652839"	-0.002	-0.002
"652840"	0.001	0.003
"652842"	-0.001	0
"652843"	0.001	0.002
"652844"	0	-0.001
"652845"	-0.001	0
"652846"	-0.018	-0.019
"652848"	0	0.001
"652849"	-0.002	0.001
"652850"	0.001	0.002
"652854"	-0.002	-0.001
"652855"	0.003	0.002
"652856"	-0.001	0.002
"652857"	0.001	0
"652859"	-0.001	0.001
"652860"	0	-0.003
"652864"	-0.002	-0.001
"652866"	0	0.002
"652869"	0.002	0.002
"652870"	0.001	0
"652871"	0.002	0.003
"652874"	0.002	0
"652875"	0.001	-0.002
"652876"	0.001	0
"652877"	0	0.002
"652878"	0.01	0.004
"652879"	0.002	0
"652880"	-0.001	-0.001
"652881"	0.001	0
"652882"	0	-0.001
"652883"	0	0.001
"652886"	-0.001	-0.001
"652887"	-0.002	-0.002
"652888"	0	-0.001
"652889"	0.003	-0.001
"652894"	0	0
"652895"	-0.001	-0.002
"652898"	-0.001	0.002
"6529"	0	0
"652903"	0.007	-0.002
"652905"	-0.003	-0.003
"652906"	0	0.002
"652913"	0.001	0.001
"652919"	0.003	0.005
"652924"	-0.01	0.012
"652968"	0.006	0.011
"652972"	-0.001	-0.001
"653"	0.017	0.001
"6530"	0	-0.004
"653033"	0	0.001
"653034"	-0.001	-0.002
"653037"	0	0.001
"653039"	-0.001	0
"653041"	0.004	0.003
"653043"	-0.001	-0.003
"653045"	0	-0.001
"653047"	0.001	0.001
"653050"	0	0
"653051"	0.001	0
"653052"	0.003	0.009
"653053"	0.001	0.004
"653054"	0.001	-0.001
"653056"	-0.001	-0.001
"653057"	0.001	0.007
"653059"	0.002	0.001
"653060"	-0.003	-0.01
"653062"	0	-0.003
"653063"	0	-0.001
"653066"	0.002	-0.001
"653071"	-0.001	-0.003
"653073"	0	-0.001
"653076"	-0.002	-0.002
"653080"	-0.001	0.003
"653081"	-0.001	-0.001
"653082"	0	0.002
"653084"	0.001	0
"653086"	0.001	0
"653088"	0	-0.001
"653089"	-0.001	0.001
"653091"	-0.001	-0.001
"653092"	0	-0.002
"653093"	0.001	0.001
"653094"	0.001	-0.001
"653097"	0.001	0.002
"653098"	0.004	0.001
"6531"	-0.001	0
"653100"	0	-0.002
"653101"	-0.003	0
"653103"	0.006	-0.005
"653104"	-0.001	-0.001
"653105"	0.003	0.003
"653107"	-0.001	-0.002
"653108"	-0.026	-0.006
"653110"	0	-0.001
"653111"	0	-0.001
"653113"	-0.007	-0.001
"653114"	0.001	0
"653115"	0	-0.002
"653117"	0	0.002
"653118"	0	-0.001
"653119"	0.007	-0.005
"653120"	0.002	0.001
"653121"	0	-0.002
"653122"	0.002	0.001
"653123"	0.001	0.002
"653125"	-0.001	0
"653127"	-0.008	-0.007
"653129"	-0.005	-0.001
"653131"	0.001	0.002
"653133"	-0.001	0.002
"653135"	0.002	0
"653136"	0.001	0
"653137"	-0.001	-0.001
"653140"	0	-0.003
"653141"	0	0
"653142"	-0.002	-0.001
"653143"	0	-0.003
"653145"	-0.004	-0.003
"653146"	0.001	0
"653147"	0.001	-0.003
"653148"	0.001	0.001
"653149"	0.001	0.001
"653150"	-0.002	-0.002
"653152"	0.003	0
"653154"	0	0
"653155"	0.001	0.001
"653157"	0.004	0.005
"653158"	0.009	0.005
"653163"	-0.002	-0.002
"653165"	-0.002	0
"653166"	0.002	0.001
"653169"	-0.001	0.001
"653170"	0.008	-0.005
"653171"	0.004	0.005
"653172"	-0.001	0
"653175"	0	-0.001
"653176"	-0.001	-0.002
"653178"	0	0
"653179"	-0.001	-0.003
"653180"	-0.001	0.001
"653181"	0.002	0.001
"653182"	-0.002	-0.003
"653184"	0	0
"653186"	0.006	0.004
"653188"	-0.008	0.005
"653189"	-0.001	0.004
"653192"	0.003	-0.001
"653193"	0.001	0.002
"653194"	0.001	-0.001
"653195"	0.005	-0.001
"653197"	0	0.002
"653198"	0	0.001
"653199"	-0.001	-0.003
"6532"	-0.002	-0.001
"653200"	-0.002	0
"653202"	-0.002	0.001
"653203"	0	0.001
"653204"	-0.003	-0.002
"653206"	-0.002	0
"653208"	0	0
"653210"	-0.001	-0.003
"653211"	0	-0.002
"653214"	0.001	0.002
"653216"	0	0.001
"653217"	-0.001	-0.002
"653219"	-0.001	0.001
"653221"	-0.002	-0.002
"653224"	-0.002	-0.002
"653225"	-0.002	-0.001
"653226"	0.001	0.005
"653227"	-0.004	-0.005
"653229"	-0.002	-0.001
"653232"	0	0
"653235"	-0.003	-0.002
"653238"	0	-0.001
"653239"	0.001	0
"653240"	0	-0.001
"653241"	0	0.001
"653242"	-0.013	-0.006
"653244"	0.001	0.001
"653247"	0	0
"653249"	0.001	0
"653250"	0.003	0.005
"653252"	-0.001	0
"653253"	-0.002	-0.003
"653254"	-0.001	0
"653257"	-0.003	-0.003
"653260"	0.001	0
"653261"	-0.001	0
"653262"	-0.001	-0.002
"653264"	0	0.001
"653265"	-0.001	-0.002
"653266"	0.001	0.002
"653268"	0.001	0
"653269"	0	-0.001
"653270"	-0.001	-0.002
"653272"	0	0
"653275"	0	0
"653276"	-0.003	0.001
"653277"	0	0
"653280"	0.001	0
"653281"	0.002	0
"653282"	0	-0.001
"653284"	0.002	0.004
"653285"	-0.001	0
"653286"	-0.003	-0.001
"653291"	0.001	0.002
"653293"	-0.001	-0.002
"653297"	0	0
"6533"	0.008	0.019
"653301"	-0.001	-0.001
"653303"	0.001	-0.001
"653305"	0	0
"653307"	0	0.001
"653308"	-0.002	0.004
"653310"	-0.001	-0.001
"653312"	0	0
"653313"	0	0
"653314"	-0.002	-0.003
"653316"	0	0
"653317"	0.001	0.003
"653319"	0.001	0.001
"653321"	0	-0.001
"653323"	-0.001	-0.001
"653324"	-0.001	-0.001
"653325"	0	-0.002
"653326"	0	0.001
"653327"	-0.002	-0.003
"653328"	-0.001	-0.005
"653330"	-0.002	0.001
"653333"	-0.002	-0.003
"653337"	0	0.003
"653338"	-0.001	0.001
"653341"	-0.001	-0.002
"653342"	0	-0.003
"653344"	-0.002	-0.001
"653346"	0	0.001
"653347"	-0.001	-0.002
"653349"	-0.001	-0.001
"653352"	0.003	-0.002
"653353"	0	0.001
"653354"	-0.01	-0.003
"653357"	0	0
"653358"	-0.001	-0.002
"653362"	0	0
"653366"	-0.001	-0.001
"653370"	0.001	-0.001
"653371"	-0.007	0.007
"653373"	0	-0.003
"653374"	-0.006	0.006
"653375"	-0.002	-0.004
"653376"	0.001	-0.001
"653377"	0.006	0.005
"653382"	-0.001	0
"653383"	0.001	0.001
"653386"	0	-0.007
"653387"	0.001	0
"653388"	-0.008	0.004
"653392"	0.001	-0.002
"653394"	0.001	0
"653397"	0	0
"653398"	0.001	0
"653399"	0.002	0
"6534"	-0.002	-0.002
"653400"	-0.012	0.002
"653401"	0.005	0.001
"653404"	-0.001	-0.001
"653409"	-0.002	-0.001
"653410"	-0.002	0
"653411"	-0.002	-0.003
"653412"	0.001	0.001
"653415"	0.001	0.002
"653417"	0.001	0.001
"653418"	0.002	0.003
"653419"	0.001	0
"653420"	0	0.003
"653421"	-0.001	-0.003
"653423"	-0.001	-0.003
"653424"	0	0
"653425"	-0.001	-0.002
"653427"	0.001	-0.001
"653428"	-0.002	-0.003
"653429"	0	0.001
"653431"	0.001	0
"653432"	-0.002	0.001
"653434"	-0.001	0
"653437"	-0.002	-0.001
"653438"	0.002	0
"653440"	-0.007	-0.001
"653441"	0.001	0.001
"653442"	0	0
"653449"	0	0.001
"653450"	-0.011	-0.001
"653451"	0	-0.001
"653453"	0.001	0.002
"653456"	0	0.001
"653458"	-0.001	-0.001
"653461"	0.001	0
"653463"	-0.001	-0.003
"653464"	-0.002	0.003
"653466"	0	0.003
"653468"	0	0
"653469"	-0.002	-0.002
"653471"	0	0
"653472"	0	0.001
"653473"	-0.003	0.004
"653476"	-0.001	-0.004
"653479"	-0.005	-0.003
"653480"	0	0
"653481"	-0.002	-0.001
"653482"	0	-0.001
"653483"	-0.001	-0.001
"653484"	0.002	0.003
"653486"	-0.001	-0.001
"653487"	0.003	0.001
"653489"	0.003	0.001
"653490"	-0.009	-0.014
"653491"	-0.002	0.002
"653492"	0.002	-0.002
"653493"	0	0.001
"653495"	-0.001	0.003
"653496"	-0.002	-0.006
"653497"	0	-0.001
"653498"	0.003	0.005
"653499"	0.017	-0.004
"6535"	0.017	0.008
"653500"	0.002	0.002
"653502"	-0.006	-0.001
"653503"	-0.004	0.005
"653504"	0.002	0
"653505"	0	-0.002
"653506"	0.006	0.014
"653507"	-0.002	0
"653509"	0	-0.002
"653512"	0.001	-0.003
"653513"	0	-0.001
"653514"	-0.001	-0.001
"653515"	0.001	0.002
"653517"	0.001	-0.002
"653518"	-0.001	-0.002
"653519"	0	0.001
"653520"	0	-0.002
"653521"	0.001	0.003
"653524"	0.002	-0.002
"653526"	0.001	0.001
"653527"	0	-0.001
"653528"	-0.001	-0.004
"653530"	0	0.001
"653531"	0	0.002
"653532"	-0.002	-0.001
"653533"	-0.001	-0.001
"653535"	0.002	0.002
"653536"	0	0.001
"653537"	0	-0.001
"653539"	0.001	0
"653540"	0.002	0.001
"653541"	0.002	0.004
"653542"	-0.002	0
"653543"	-0.001	-0.001
"653544"	0	0
"653546"	0	-0.001
"653547"	0.002	0.001
"653554"	0	0.002
"653555"	0.005	0.007
"653558"	-0.002	-0.006
"653559"	0.001	0.002
"653560"	-0.001	0.001
"653562"	0.003	0.001
"653563"	-0.002	-0.002
"653564"	0.001	0
"653566"	-0.002	0.003
"653567"	-0.001	-0.003
"653568"	0.001	-0.001
"653569"	0.001	0.004
"653570"	0	0
"653571"	0.002	0.002
"653573"	0.001	0
"653574"	0	0
"653575"	-0.001	-0.002
"653576"	0.002	0.001
"653577"	0.001	0
"653579"	-0.002	-0.001
"653580"	0	0
"653581"	0	-0.001
"653582"	-0.002	-0.001
"653583"	0	0
"653584"	0.001	0.002
"653587"	-0.001	-0.003
"653589"	0	-0.001
"653591"	0	-0.002
"653592"	-0.001	-0.001
"653596"	0.001	0.002
"653598"	0	0
"6536"	-0.002	-0.007
"653600"	0	-0.001
"653601"	0	-0.003
"653602"	0	0.001
"653603"	-0.007	-0.004
"653604"	-0.001	-0.001
"653605"	0.002	0.001
"653609"	-0.001	0
"653610"	-0.001	-0.007
"653613"	0	0.001
"653614"	0	-0.002
"653616"	-0.003	0
"653617"	-0.001	-0.003
"653618"	0.002	0.001
"653620"	0.002	0.002
"653622"	0.002	0.001
"653623"	0	-0.003
"653625"	-0.001	-0.002
"653626"	0.044	0.004
"653629"	-0.003	-0.004
"653630"	0	-0.001
"653631"	-0.005	0.001
"653632"	0.003	-0.001
"653636"	0.001	0
"653639"	0.003	0.001
"653641"	0	-0.001
"653643"	0	0
"653645"	-0.001	0
"653648"	0	0.002
"653650"	0.002	0.002
"653651"	0	0
"653652"	-0.001	0
"653653"	0.001	0.001
"653654"	0	0.001
"653655"	0.001	0
"653657"	-0.001	-0.001
"653658"	-0.002	-0.006
"653659"	0	-0.001
"653663"	0.003	-0.001
"653664"	-0.002	0.002
"653665"	0.002	0.004
"653667"	-0.001	0
"653669"	-0.001	-0.001
"653670"	0	0.002
"653671"	0	-0.002
"653673"	0	0.001
"653674"	0.002	0.002
"653675"	0.001	0.002
"653676"	-0.002	-0.001
"653680"	0.001	0
"653682"	0	0.002
"653683"	0.001	0.003
"653684"	0	0.001
"653685"	0.003	0.005
"653686"	0.004	0.003
"653689"	0.001	0.002
"653692"	0	0.001
"653693"	0.001	0.001
"653696"	0.001	0.001
"653697"	0	0
"653698"	0	0.003
"653701"	0.002	0.001
"653703"	0.001	0.001
"653705"	0.002	-0.001
"653706"	0.002	0.001
"653709"	0	0.001
"653711"	0	-0.004
"653712"	-0.002	0.005
"653715"	0.002	0.003
"653716"	0.001	0.001
"653717"	-0.006	-0.001
"653720"	0	-0.001
"653722"	-0.001	-0.001
"653723"	-0.004	-0.002
"653726"	-0.009	-0.006
"653727"	0	-0.002
"653728"	0	-0.001
"653729"	0.001	0.001
"653733"	-0.002	-0.004
"653734"	-0.001	-0.002
"653735"	0.002	0.003
"653736"	-0.003	-0.001
"653738"	-0.002	0
"653740"	-0.002	0
"653741"	0	-0.002
"653742"	0	-0.002
"653743"	0.014	0.004
"653744"	0.003	-0.003
"653745"	0	0.001
"653746"	0.001	0
"653747"	0.001	-0.001
"653748"	-0.001	-0.001
"653749"	-0.001	-0.001
"653750"	-0.001	0.004
"653751"	-0.001	-0.002
"653752"	0.001	0.003
"653754"	0.001	0.001
"653757"	0	0.001
"653759"	0	0.001
"653761"	-0.005	-0.001
"653762"	-0.002	0.007
"653764"	-0.004	-0.027
"653765"	0	0.001
"653766"	0	0
"653767"	0.002	0
"653771"	0	-0.001
"653774"	0.002	0.002
"653778"	-0.014	-0.021
"653780"	0	0
"653781"	-0.001	-0.003
"653782"	-0.002	-0.002
"653783"	-0.003	0.002
"653784"	-0.003	-0.005
"653785"	0.013	0.007
"653787"	-0.001	0
"653788"	-0.008	-0.008
"653789"	-0.001	0
"653792"	0	0.002
"653795"	0.002	0.001
"653796"	-0.001	-0.002
"653797"	0	-0.001
"653799"	0.001	0.001
"6538"	0.004	0.001
"653801"	0	-0.002
"653803"	-0.005	0.004
"653804"	-0.002	-0.001
"653806"	0	0
"653807"	-0.001	-0.004
"653808"	-0.001	-0.002
"653809"	-0.001	0
"653813"	-0.001	0.002
"653814"	0	0.009
"653816"	-0.001	-0.002
"653817"	0	-0.002
"653820"	-0.003	-0.01
"653827"	0.001	0.002
"653829"	0.003	0.001
"653830"	0	0.001
"653832"	0.001	0
"653852"	0	-0.003
"653853"	-0.002	-0.003
"653855"	0.003	0.004
"653857"	-0.003	-0.008
"653866"	-0.001	-0.002
"653867"	-0.002	-0.002
"653874"	-0.002	-0.003
"653875"	0.001	-0.002
"653876"	0.001	0
"653877"	0	-0.004
"653878"	0.001	-0.002
"653879"	-0.035	-0.043
"653882"	-0.002	-0.003
"653883"	-0.002	-0.001
"653884"	0.002	0.002
"653885"	0.002	0.006
"653886"	0	0
"653887"	-0.001	0
"653888"	-0.005	0.005
"653889"	0.001	0.001
"653890"	-0.003	0.001
"653891"	0.003	0.002
"653894"	-0.001	0
"653895"	0	0
"653899"	0.001	0.001
"6539"	0	0.007
"653904"	0.001	-0.004
"653905"	0.001	0.002
"653906"	0.001	0.003
"653907"	-0.002	0
"653917"	-0.002	-0.003
"653920"	-0.002	0
"653930"	-0.001	-0.002
"653934"	-0.002	-0.001
"653935"	-0.002	0
"653937"	-0.001	-0.002
"653938"	-0.001	0.003
"653941"	0.001	0.001
"653942"	-0.001	0.006
"653943"	-0.003	-0.006
"653946"	-0.001	-0.003
"653949"	0.003	-0.003
"653950"	0.002	0.008
"653958"	-0.001	0
"653962"	0.002	0.001
"653965"	-0.001	0.004
"653968"	0.002	0.003
"653970"	0.001	-0.005
"653971"	-0.002	-0.004
"653972"	-0.001	0.003
"653974"	0	-0.005
"653977"	-0.002	-0.001
"653978"	0.001	0
"653980"	0.001	0.003
"653981"	-0.002	-0.003
"653983"	0	0
"653984"	0	-0.001
"653994"	0	0
"653995"	-0.003	0.001
"654"	0.017	0.003
"6540"	0.003	0.003
"654000"	-0.002	-0.001
"654002"	0.003	0.004
"654005"	0.001	0.002
"654010"	-0.002	-0.001
"654017"	0.004	0.012
"654020"	0	0
"654023"	-0.002	-0.001
"654032"	-0.002	-0.001
"654036"	-0.001	-0.001
"654037"	0.001	-0.001
"654040"	-0.003	-0.001
"654042"	-0.003	0.003
"654046"	0	-0.003
"654052"	0	0.007
"654053"	-0.004	0.002
"654055"	-0.003	0
"654056"	0.001	0.002
"654057"	0	0.003
"654069"	0	-0.001
"654074"	0.006	0.002
"654078"	0.001	0.001
"654080"	-0.002	0
"654084"	0.001	-0.003
"654085"	0.001	0.002
"654088"	0.001	0.001
"654091"	0.002	0
"654092"	0.001	0
"654094"	-0.003	-0.004
"654096"	0.015	-0.005
"6541"	-0.004	-0.004
"654101"	0.001	0.002
"654103"	-0.013	-0.02
"654106"	0.001	0.002
"654109"	0.001	0
"654110"	0.001	-0.001
"654113"	-0.002	0
"654114"	0.001	0.003
"654115"	0.002	0.003
"654116"	-0.001	0.006
"654117"	0	-0.001
"654118"	0	-0.003
"654119"	0.012	0
"654121"	0.005	0.005
"654123"	0	-0.002
"654126"	-0.003	-0.001
"654127"	-0.002	0.001
"654128"	-0.003	-0.003
"654129"	0.002	-0.001
"654133"	0.001	-0.001
"654134"	-0.001	0.002
"654135"	0.002	0.007
"654146"	0.001	0
"654147"	0.001	0
"654151"	0.001	0
"654155"	-0.002	-0.003
"654158"	0	0
"654159"	0.002	0.002
"654161"	0.001	0
"654164"	0.001	0.005
"654165"	0.002	0.003
"654172"	0	-0.001
"654174"	0	0.002
"654182"	0.002	0.001
"654187"	0.002	0.003
"654189"	0	-0.003
"654191"	-0.006	-0.001
"654192"	0.001	-0.001
"654194"	0	-0.001
"6542"	0.004	0.02
"654200"	-0.002	-0.003
"654201"	0.005	-0.001
"654202"	-0.001	-0.003
"654203"	0.002	0.003
"654204"	0.002	0.002
"654206"	-0.001	0.001
"654208"	0	0
"654209"	0	-0.001
"654210"	0.001	0.001
"654220"	0	0.001
"654221"	-0.002	-0.003
"654222"	0.001	0
"654229"	0	0
"654230"	-0.001	0
"654235"	-0.001	-0.002
"654242"	0.003	0.002
"654244"	-0.001	0.001
"654249"	0.002	0.002
"654251"	0.001	0
"654252"	0.001	0.001
"654253"	0	-0.003
"654254"	0.002	0.002
"654256"	-0.001	-0.002
"654258"	-0.002	-0.001
"654259"	-0.001	-0.004
"654260"	0	-0.001
"654264"	0.001	0.002
"6543"	0.003	0.003
"654335"	-0.001	0
"654340"	-0.001	0.001
"654341"	-0.003	-0.001
"654342"	-0.001	-0.001
"654346"	-0.004	-0.001
"654347"	-0.005	0
"654348"	0	0
"654364"	0.006	0.003
"654429"	-0.002	-0.003
"6545"	-0.001	0.007
"6546"	0.001	-0.002
"6547"	-0.005	-0.004
"6548"	0.014	0.004
"654816"	0	0.002
"654817"	0	0
"6549"	-0.006	-0.003
"655"	0.013	-0.008
"6550"	-0.001	-0.001
"6553"	0.008	0.007
"6554"	-0.002	-0.005
"6555"	0	0.001
"6556"	-0.002	-0.001
"6557"	-0.001	0
"6558"	-0.006	-0.01
"6559"	0	0
"656"	-0.003	0.008
"6560"	0.01	0.005
"6561"	0	-0.001
"6563"	0	0.006
"6564"	-0.002	-0.005
"6565"	-0.005	-0.003
"6566"	0.001	0.001
"6567"	0.004	0.016
"6568"	-0.001	-0.001
"6569"	0.003	0.005
"657"	-0.005	-0.007
"6570"	0.003	0.001
"6571"	0.001	0.002
"6572"	-0.001	-0.001
"6573"	0.001	-0.005
"6574"	0.014	0.01
"6575"	0.004	0.002
"6576"	-0.004	0.002
"6578"	0.02	-0.014
"6579"	-0.004	-0.007
"658"	0.004	0.003
"6580"	0.001	0.003
"6581"	0.001	-0.001
"6582"	0	0
"6583"	-0.004	0.003
"6584"	-0.005	0.005
"6585"	0	-0.001
"6586"	0.007	-0.009
"6588"	0.009	0.006
"659"	0.003	-0.008
"6590"	-0.047	-0.03
"6591"	0.02	-0.012
"6594"	-0.002	-0.006
"6595"	-0.003	-0.003
"6596"	-0.009	0.001
"6597"	-0.001	-0.002
"65975"	-0.003	-0.007
"65977"	0.003	0.008
"65979"	-0.001	0
"6598"	-0.001	-0.001
"65980"	0.002	-0.001
"65981"	0.011	0.006
"65982"	0	0.012
"65983"	0.009	-0.006
"65985"	-0.013	-0.007
"65986"	-0.003	0.003
"65987"	0	-0.009
"65988"	-0.001	-0.001
"65989"	0.016	-0.003
"6599"	0.001	-0.003
"65990"	0.001	0.005
"65991"	0.005	0.002
"65992"	-0.005	0.002
"65993"	-0.001	-0.001
"65996"	0.006	0.001
"65997"	0.015	0.037
"65999"	0.001	0.002
"660"	0.002	-0.001
"66000"	0.009	-0.009
"66002"	0.003	0.011
"66004"	0.001	0.001
"66005"	0.001	0
"66008"	-0.001	0.007
"6601"	-0.002	-0.002
"6602"	0.002	0
"6603"	-0.005	-0.005
"66035"	-0.002	-0.002
"66036"	0.012	0.007
"66037"	0	0
"6604"	-0.003	-0.013
"6605"	-0.003	-0.007
"6606"	0.003	0
"6607"	0.003	-0.001
"6608"	-0.001	-0.012
"6609"	-0.006	0.006
"661"	0.002	-0.007
"6610"	0.002	0.003
"6611"	-0.017	-0.009
"6612"	-0.008	-0.002
"6613"	0.002	0.004
"6614"	0.001	0.002
"6615"	-0.002	-0.011
"6616"	0.01	-0.006
"6617"	0.001	-0.003
"6618"	0.002	0.004
"6619"	-0.002	-0.002
"662"	0.005	0.004
"6620"	-0.001	-0.001
"6621"	0.003	0
"6622"	0.033	-0.004
"6623"	0.008	0.006
"6624"	-0.007	-0.024
"6625"	0.002	0
"6626"	-0.001	-0.005
"6627"	0.003	0
"6628"	0.004	0.001
"6629"	0.003	-0.004
"663"	0.002	0
"6631"	0	-0.003
"6632"	0.005	-0.006
"6633"	0	-0.002
"6634"	0.005	-0.008
"6635"	0	-0.001
"6636"	0.005	-0.001
"6637"	0.005	0.004
"6638"	0.007	0.015
"664"	-0.004	-0.003
"6640"	-0.003	-0.002
"6641"	-0.019	-0.017
"6642"	0.003	-0.003
"6643"	-0.004	-0.003
"6645"	0.02	0.01
"6646"	-0.007	-0.011
"664618"	-0.001	0.002
"6647"	0.002	0.006
"664701"	0.001	0
"664709"	0.001	-0.012
"6648"	-0.004	-0.006
"6649"	-0.003	0.004
"665"	-0.002	0.011
"6650"	0.003	-0.002
"6651"	0	-0.003
"6652"	-0.002	0.006
"6653"	-0.009	0.01
"6654"	-0.012	-0.004
"6655"	-0.009	-0.007
"6656"	0	-0.002
"6657"	0	0.001
"6658"	0.001	0
"6659"	0.003	0.012
"666"	-0.006	0.005
"6660"	0.001	0
"6662"	-0.012	-0.012
"6663"	-0.016	-0.042
"6664"	0.008	-0.005
"6665"	0.005	0.007
"6666"	0.002	0
"6667"	-0.004	-0.008
"6668"	-0.002	0.003
"667"	0.016	0.004
"6670"	0.002	0.003
"6671"	0.007	0.007
"6672"	-0.001	0
"6674"	0.002	0.01
"6675"	0	-0.008
"6676"	0.005	0.007
"6677"	-0.001	-0.002
"6678"	0.04	0.005
"668"	0.004	0.001
"6683"	0	-0.003
"6687"	-0.005	-0.004
"6688"	0.003	0
"6689"	0	-0.001
"669"	-0.014	-0.002
"6690"	-0.016	0.037
"6691"	-0.001	0
"6692"	-0.011	-0.004
